title,author,avg_rating,rating_count,year_published,genre
Falling Upward: A Spirituality for the Two Halves of Life (Hardcover),Richard Rohr,4.23,"18,777",2004,spirituality
"A Return to Love: Reflections on the Principles of ""A Course in Miracles"" (Paperback)",Marianne Williamson,4.25,"37,452",1992,spirituality
"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants (Hardcover)",Robin Wall Kimmerer,4.51,"166,339",2013,spirituality
Anatomy of the Spirit: The Seven Stages of Power and Healing (Paperback),Caroline Myss,4.16,"33,646",2011,spirituality
Meditations (Paperback),Marcus Aurelius,4.28,"334,149",180,spirituality
The Dhammapada (Paperback),Anonymous,4.27,"30,836",-400,spirituality
The Seat of the Soul (Hardcover),Gary Zukav,4.03,"48,055",1989,spirituality
"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth (Paperback)",M. Scott Peck,4.08,"101,992",1978,spirituality
Becoming Supernatural: How Common People are Doing the Uncommon (Kindle Edition),Joe Dispenza,4.25,"24,610",2017,spirituality
The Book: On the Taboo Against Knowing Who You Are (Mass Market Paperback),Alan W. Watts,4.21,"24,276",1966,spirituality
The Way of Zen (Paperback),Alan W. Watts,4.16,"23,144",,spirituality
"The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation (Paperback)",Thich Nhat Hanh,4.33,"20,772",1998,spirituality
,,,,,spirituality
,,,,,spirituality
The Fault in Our Stars (Hardcover),John Green,4.12,"5,649,350",2012,love
"Twisted Love (Twisted, #1)",Ana Huang,3.71,"1,561,082",2021,love
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.09,"4,506,177",2016,love
Pride and Prejudice (Hardcover),Jane Austen,4.29,"4,721,828",1813,love
The Love Hypothesis (Paperback),Ali Hazelwood,4.10,"1,813,067",2021,love
"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.67,"7,217,898",2005,love
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,4.35,"9,746,925",2008,love
The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,4.40,"3,970,874",2017,love
I Don't Love You Anymore: Moving On & Living Your Best Life (Paperback),Rithvik Singh,3.89,"2,625",,love
Ugly Love (Kindle Edition),Colleen Hoover,4.00,"2,260,421",2014,love
All About Love: New Visions (Hardcover),bell hooks,4.02,"130,237",1999,love
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.16,"4,046,628",2015,love
The Song of Achilles (Paperback),Madeline Miller,4.31,"1,927,754",2011,love
"Me Before You (Me Before You, #1)",Jojo Moyes,4.26,"1,782,082",2012,love
Eleanor & Park (Hardcover),Rainbow Rowell,3.93,"1,249,839",2012,love
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,"3,082,673",2016,love
"Catching Fire (The Hunger Games, #2)",Suzanne Collins,4.35,"4,086,139",2009,love
Romeo and Juliet (Mass Market Paperback),William Shakespeare,3.74,"2,795,233",1590,love
The 5 Love Languages: The Secret to Love that Lasts (Kindle Edition),Gary Chapman,4.27,"474,315",1990,love
"New Moon (The Twilight Saga, #2)",Stephenie Meyer,3.62,"2,104,662",2006,love
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.67,"2,834,421",2011,love
"Divergent (Divergent, #1)",Veronica Roth,4.13,"4,333,481",2011,love
"The Selection (The Selection, #1)",Kiera Cass,4.07,"1,739,878",2012,love
"The Notebook (The Notebook, #1)",Nicholas Sparks,4.16,"1,825,099",1996,love
Normal People (Hardcover),Sally Rooney,3.81,"1,817,529",2018,love
The V Girl: A Coming of Age Story (Kindle Edition),Mya Robarts,3.96,"16,789",2015,love
"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,3.76,"1,853,830",2008,love
Jane Eyre (Paperback),Charlotte Brontë,4.16,"2,291,975",1847,love
"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,3.74,"1,972,024",2007,love
"Harry Potter and the Philosopher’s Stone (Harry Potter, #1)",J.K. Rowling,4.47,"11,234,914",1997,love
"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.12,"3,659,660",2010,love
"Red, White & Royal Blue (Paperback)",Casey McQuiston,4.05,"1,203,764",2019,love
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,"3,341,877",2023,love
"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,3.84,"2,067,536",2022,love
The Time Traveler's Wife (ebook),Audrey Niffenegger,4.00,"1,851,002",2003,love
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,4.00,"706,244",2011,love
Wuthering Heights (Paperback),Emily Brontë,3.90,"1,999,014",1847,love
Looking for Alaska (Paperback),John Green,3.96,"1,732,456",2005,love
The Great Gatsby (Paperback),F. Scott Fitzgerald,3.93,"5,821,431",1925,love
The Perks of Being a Wallflower (Hardcover),Stephen Chbosky,4.24,"1,974,996",1999,love
The Art of Loving (Paperback),Erich Fromm,4.00,"93,651",1956,love
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,4.04,"1,039,829",2014,love
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,4.62,"4,061,414",2007,love
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,"2,600,304",2017,love
A Walk to Remember (Kindle Edition),Nicholas Sparks,4.20,"841,598",1999,love
"The Deal (Off-Campus, #1)",Elle Kennedy,4.21,"1,002,584",2015,love
"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.07,"2,148,630",2007,love
The Night Circus (Hardcover),Erin Morgenstern,4.00,"1,084,644",2011,love
"The Summer I Turned Pretty (Summer, #1)",Jenny Han,3.74,"1,091,937",2009,love
Book Lovers (Paperback),Emily Henry,4.10,"1,508,744",2022,love
,,,,,love
,,,,,love
Educated (Hardcover),Tara Westover,4.47,"1,818,201",2018,biography-memoir
The Diary of a Young Girl (Mass Market Paperback),Anne Frank,4.20,"4,132,981",1947,biography-memoir
Becoming (Hardcover),Michelle Obama,4.44,"1,179,243",2018,biography-memoir
Born a Crime: Stories From a South African Childhood (Hardcover),Trevor Noah,4.49,"791,858",2016,biography-memoir
The Glass Castle (Paperback),Jeannette Walls,4.33,"1,344,577",2005,biography-memoir
Bossypants (ebook),Tina Fey,3.96,"1,048,726",2011,biography-memoir
Night (Paperback),Elie Wiesel,4.38,"1,348,454",1956,biography-memoir
I’m Glad My Mom Died (Hardcover),Jennette McCurdy,4.44,"1,407,996",2022,biography-memoir
When Breath Becomes Air (Kindle Edition),Paul Kalanithi,4.41,"787,929",2016,biography-memoir
Wild: From Lost to Found on the Pacific Crest Trail (Hardcover),Cheryl Strayed,4.07,"859,545",2012,biography-memoir
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis (Hardcover),J.D. Vance,3.84,"497,489",2016,biography-memoir
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.30,"575,606",1969,biography-memoir
I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban (Hardcover),Malala Yousafzai,4.16,"616,941",2012,biography-memoir
Yes Please (Hardcover),Amy Poehler,3.85,"552,302",2014,biography-memoir
Crying in H Mart (Hardcover),Michelle Zauner,4.24,"578,551",2021,biography-memoir
"Eat, Pray, Love (Paperback)",Elizabeth Gilbert,3.64,"1,832,264",2006,biography-memoir
"Unbroken: A World War II Story of Survival, Resilience and Redemption (Hardcover)",Laura Hillenbrand,4.39,"997,533",2010,biography-memoir
"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt,4.15,"654,866",1996,biography-memoir
The Immortal Life of Henrietta Lacks (Hardcover),Rebecca Skloot,4.13,"796,310",2010,biography-memoir
Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,3.86,"511,762",2011,biography-memoir
Into the Wild (Kindle Edition),Jon Krakauer,4.02,"1,179,455",1996,biography-memoir
Between the World and Me (Hardcover),Ta-Nehisi Coates,4.40,"361,853",2015,biography-memoir
Steve Jobs (Hardcover),Walter Isaacson,4.16,"1,346,785",2011,biography-memoir
The Year of Magical Thinking (Paperback),Joan Didion,3.93,"293,122",2005,biography-memoir
A Promised Land (Kindle Edition),Barack Obama,4.32,"269,813",2020,biography-memoir
Man's Search for Meaning (Paperback),Viktor E. Frankl,4.37,"855,329",1946,biography-memoir
Kitchen Confidential: Adventures in the Culinary Underbelly (Paperback),Anthony Bourdain,4.18,"369,427",2000,biography-memoir
The Autobiography of Malcolm X (Mass Market Paperback),Malcolm X,4.37,"288,487",1965,biography-memoir
The Woman in Me (Hardcover),Britney Spears,3.83,"562,861",2023,biography-memoir
"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson (Paperback)",Mitch Albom,4.20,"1,177,700",1997,biography-memoir
Spare (Hardcover),Prince Harry,3.84,"422,845",2023,biography-memoir
Just Kids (Hardcover),Patti Smith,4.21,"344,081",2010,biography-memoir
Let's Pretend This Never Happened: A Mostly True Memoir (Hardcover),Jenny  Lawson,3.90,"199,949",2012,biography-memoir
On Writing: A Memoir of the Craft (Mass Market Paperback),Stephen        King,4.34,"314,472",2000,biography-memoir
Know My Name (ebook),Chanel Miller,4.69,"251,377",2019,biography-memoir
Me Talk Pretty One Day (Paperback),David Sedaris,4.01,"717,463",2000,biography-memoir
Fun Home: A Family Tragicomic (Paperback),Alison Bechdel,4.07,"199,947",2006,biography-memoir
Greenlights (Hardcover),Matthew McConaughey,4.20,"443,511",2020,biography-memoir
Alexander Hamilton (Paperback),Ron Chernow,4.22,"197,729",2004,biography-memoir
The Hiding Place: The Triumphant True Story of Corrie Ten Boom (Mass Market Paperback),Corrie ten Boom,4.48,"352,616",1971,biography-memoir
Hunger: A Memoir of (My) Body,Roxane Gay,4.17,"120,215",2017,biography-memoir
Into Thin Air: A Personal Account of the Mt. Everest Disaster (Paperback),Jon Krakauer,4.26,"559,982",1997,biography-memoir
Brain on Fire: My Month of Madness (ebook),Susannah Cahalan,4.09,"235,680",2012,biography-memoir
Dreams from My Father: A Story of Race and Inheritance (Paperback),Barack Obama,3.94,"230,431",1995,biography-memoir
Furiously Happy: A Funny Book About Horrible Things (Hardcover),Jenny  Lawson,3.89,"173,474",2015,biography-memoir
The Princess Diarist (Hardcover),Carrie Fisher,3.70,"89,816",2016,biography-memoir
Running with Scissors (Paperback),Augusten Burroughs,3.77,"402,245",2002,biography-memoir
"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,4.27,"227,879",2003,biography-memoir
Wishful Drinking (Hardcover),Carrie Fisher,3.82,"92,568",2008,biography-memoir
Orange Is the New Black (Hardcover),Piper Kerman,3.72,"205,547",2010,biography-memoir
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,3.94,"845,318",2021,smut
"Twisted Love (Twisted, #1)",Ana Huang,3.71,"1,561,082",2021,smut
Credence (Paperback),Penelope Douglas,3.68,"565,586",2020,smut
"Neon Gods (Dark Olympus, #1)",Katee Robert,3.68,"303,018",2021,smut
"Priest (Priest, #1)",Sierra Simone,3.55,"243,480",2015,smut
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.67,"2,834,421",2011,smut
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,"3,082,673",2016,smut
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.16,"4,046,628",2015,smut
"Icebreaker (UCMH, #1)",Hannah  Grace,3.75,"1,241,531",2022,smut
"Twisted Games (Twisted, #2)",Ana Huang,4.08,"1,028,153",2021,smut
"Ice Planet Barbarians (Ice Planet Barbarians, #1)",Ruby Dixon,3.62,"195,701",2015,smut
"Hooked (Never After, #1)",Emily McIntire,3.77,"494,675",2021,smut
"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,4.45,"1,995,145",2021,smut
"Lights Out (Into Darkness, #1)",Navessa Allen,4.11,"521,178",2024,smut
"Praise (Salacious Players Club, #1)",Sara Cate,4.10,"235,394",2022,smut
"The Ritual (L.O.R.D.S., #1)",Shantel Tessier,4.05,"334,518",2021,smut
"Hunting Adeline (Cat and Mouse, #2)",H.D. Carlton,4.07,"572,302",2022,smut
Birthday Girl (ebook),Penelope Douglas,3.92,"471,733",2018,smut
Den of Vipers (Kindle Edition),K.A. Knight,3.66,"219,519",2020,smut
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,"2,600,304",2017,smut
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,"3,341,877",2023,smut
Punk 57 (Kindle Edition),Penelope Douglas,3.76,"497,605",2016,smut
"Twisted Hate (Twisted, #3)",Ana Huang,3.95,"770,337",2022,smut
"Corrupt (Devil's Night, #1)",Penelope Douglas,3.78,"414,026",2015,smut
"A Touch of Darkness (Hades & Persephone, #1)",Scarlett St.  Clair,3.80,"423,168",2019,smut
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.83,"968,652",2011,smut
"The Never King (Vicious Lost Boys, #1)",Nikki St. Crowe,3.67,"203,427",2022,smut
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.83,"907,973",2012,smut
"Her Soul to Take (Souls Trilogy, #1)",Harley Laroux,4.04,"142,650",2021,smut
"Twisted Lies (Twisted, #4)",Ana Huang,4.17,"663,052",2022,smut
"The Deal (Off-Campus, #1)",Elle Kennedy,4.21,"1,002,584",2015,smut
"Butcher & Blackbird (The Ruinous Love Trilogy, #1)",Brynne Weaver,4.01,"581,673",2023,smut
"The Sweetest Oblivion (Made, #1)",Danielle Lori,4.01,"360,258",2018,smut
"Bared to You (Crossfire, #1)",Sylvia Day,4.13,"548,661",2012,smut
"The Dare (Losers, #0.5)",Harley Laroux,3.60,"87,210",2019,smut
"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,4.21,"819,635",2020,smut
Does It Hurt? (Kindle Edition),H.D. Carlton,3.89,"253,756",2022,smut
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,3.72,"2,047,956",2019,smut
"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,3.81,"650,475",2021,smut
"Your Dad Will Do (A Touch of Taboo, #1)",Katee Robert,3.60,"51,336",2020,smut
"Iron Flame (The Empyrean, #2)",Rebecca Yarros,4.36,"2,453,026",2023,smut
"Pucking Around (Jacksonville Rays, #1)",Emily Rath,3.75,"208,981",2023,smut
"Morning Glory Milking Farm (Cambric Creek, #1)",C.M. Nascosta,3.62,"63,002",2021,smut
"God of Malice (Legacy of Gods, #1)",Rina Kent,3.92,"240,829",2022,smut
The Love Hypothesis (Paperback),Ali Hazelwood,4.10,"1,813,067",2021,smut
"Desperate Measures (Wicked Villains, #1)",Katee Robert,3.53,"58,931",2019,smut
"Barbarian Alien (Ice Planet Barbarians, #2)",Ruby Dixon,3.74,"105,636",2015,smut
"Eyes on Me (Salacious Players Club, #2)",Sara Cate,4.04,"138,640",2022,smut
"Bride (Bride, #1)",Ali Hazelwood,4.00,"642,253",2024,smut
"Give Me More (Salacious Players Club, #3)",Sara Cate,4.16,"111,312",2022,smut
,,,,,smut
,,,,,smut
Love and Other Words (Hardcover),Christina Lauren,4.22,"789,285",2018,second-chance
"King of Greed (Kings of Sin, #3)",Ana Huang,3.92,"293,680",2023,second-chance
"Final Offer (Dreamland Billionaires, #3)",Lauren Asher,4.19,"303,166",2023,second-chance
Happy Place (Hardcover),Emily Henry,3.95,"1,378,897",2023,second-chance
Ghosted (Paperback),J.M. Darhower,3.99,"50,766",2017,second-chance
"Rewind It Back (Windy City, #5)",Liz Tomforde,4.47,"197,744",2025,second-chance
"Garnet Flats (The Edens, #3)",Devney Perry,3.77,"71,017",2022,second-chance
You Deserve Each Other (Kindle Edition),Sarah Hogle,3.87,"135,928",2020,second-chance
"The Mistake (Off-Campus, #2)",Elle Kennedy,3.97,"553,707",2015,second-chance
"Coach (Treasure State Wildcats, #1)",Devney Perry,3.94,"56,823",2023,second-chance
Forget Me Not (Paperback),Julie  Soto,3.95,"74,651",2023,second-chance
Every Summer After (Paperback),Carley Fortune,4.18,"819,748",2022,second-chance
The Words (Kindle Edition),Ashley Jade,4.30,"70,734",2022,second-chance
"Whispers of You (Lost & Found, #1)",Catherine Cowles,4.13,"39,874",2023,second-chance
The Ex Vows (Kindle Edition),Jessica  Joyce,4.08,"61,743",2024,second-chance
"Before I Let Go (Skyland, #1)",Kennedy Ryan,4.33,"111,856",2022,second-chance
"Crossroads (Haven River Ranch, #1)",Devney Perry,4.08,"83,947",2024,second-chance
"Love Redesigned (Lakefront Billionaires, #1)",Lauren Asher,4.00,"152,869",2023,second-chance
"Bloody Heart (Brutal Birthright, #4)",Sophie Lark,3.92,"50,399",2020,second-chance
"The Bromance Book Club (Bromance Book Club, #1)",Lyssa Kay Adams,3.86,"132,854",2019,second-chance
Before We Were Strangers (Paperback),Renee Carlino,4.04,"160,852",2015,second-chance
"Ruin (Gods, #1)",Samantha Towle,3.80,"22,823",2018,second-chance
"Love Her or Lose Her (Hot & Hammered, #2)",Tessa Bailey,3.61,"88,684",2020,second-chance
"The Unwanted Wife (Unwanted, #1)",Natasha Anders,3.77,"56,855",2012,second-chance
The Best Thing (Kindle Edition),Mariana Zapata,3.95,"39,732",2019,second-chance
"Tattered (Lark Cove, #1)",Devney Perry,3.95,"51,152",2018,second-chance
"Rewrite Our Story (Sutten Mountain, #1)",Kat Singleton,3.94,"23,752",2023,second-chance
"Wild and Wrangled (Rebel Blue Ranch, #4)",Lyla Sage,3.95,"100,773",2025,second-chance
"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,3.84,"2,067,536",2022,second-chance
"Letters to Molly (Maysen Jar, #2)",Devney Perry,4.27,"19,869",2019,second-chance
"A Lie for a Lie (All In, #1)",Helena Hunting,3.89,"49,317",2019,second-chance
"The Rule Book (The Cheat Sheet, #2)",Sarah       Adams,3.88,"101,476",2024,second-chance
"Things We Left Behind (Knockemout, #3)",Lucy Score,4.40,"405,440",2023,second-chance
"Left of Forever (Spunes, OR, #2)",Tarah DeWitt,4.18,"21,337",2025,second-chance
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.09,"4,506,177",2016,second-chance
RoomHate (Paperback),Penelope Ward,3.84,"72,713",2016,second-chance
"Vicious (Sinners of Saint, #1)",L.J. Shen,3.93,"163,283",2016,second-chance
"A Photo Finish (Gold Rush Ranch, #2)",Elsie Silver,4.03,"128,064",2021,second-chance
The Devil Wears Black (Kindle Edition),L.J. Shen,4.10,"64,025",2021,second-chance
"The Ex Hex (The Ex Hex, #1)",Erin Sterling,3.47,"280,185",2021,second-chance
People We Meet on Vacation (Paperback),Emily Henry,3.84,"1,569,343",2021,second-chance
"Getting Schooled (Getting Some, #1)",Emma Chase,3.99,"18,639",2018,second-chance
Forget Me Not (Kindle Edition),Q.B. Tyler,3.65,"12,659",2019,second-chance
"Block Shot (Hoops, #2)",Kennedy Ryan,3.83,"32,765",2018,second-chance
"Finn Rhodes Forever (Queen's Cove, #4)",Stephanie  Archer,3.94,"28,389",2023,second-chance
"The Plight Before Christmas (Holiday Hijinx, #1)",Kate  Stewart,4.23,"49,976",,second-chance
"The Summer We Fell (The Summer, #1)",Elizabeth O'Roark,4.01,"38,246",2023,second-chance
Seven Days in June (Hardcover),Tia Williams,3.99,"213,824",2021,second-chance
Something Wilder (Hardcover),Christina Lauren,3.65,"142,990",2022,second-chance
"Hail Mary (Red Zone Rivals, #4)",Kandi Steiner,4.01,"32,384",2023,second-chance
,,,,,second-chance
,,,,,second-chance
"Flawless (Chestnut Springs, #1)",Elsie Silver,4.02,"626,218",2022,forced-proximity
"The Right Move (Windy City, #2)",Liz Tomforde,4.39,"424,652",2023,forced-proximity
"Twisted Games (Twisted, #2)",Ana Huang,4.08,"1,028,153",2021,forced-proximity
"Heartless (Chestnut Springs, #2)",Elsie Silver,4.37,"530,438",2022,forced-proximity
"Twisted Lies (Twisted, #4)",Ana Huang,4.17,"663,052",2022,forced-proximity
"Twisted Love (Twisted, #1)",Ana Huang,3.71,"1,561,082",2021,forced-proximity
"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,3.90,"1,097,639",2019,forced-proximity
"Mile High (Windy City, #1)",Liz Tomforde,4.03,"491,639",2022,forced-proximity
"Caught Up (Windy City, #3)",Liz Tomforde,4.43,"326,908",2023,forced-proximity
"Bride (Bride, #1)",Ali Hazelwood,4.00,"642,253",2024,forced-proximity
"The American Roommate Experiment (Love Deception, #2)",Elena  Armas,3.79,"264,363",2022,forced-proximity
Funny Story (Kindle Edition),Emily Henry,4.19,"1,212,623",2024,forced-proximity
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,"3,341,877",2023,forced-proximity
"Terms and Conditions  (Dreamland Billionaires, #2)",Lauren Asher,4.08,"457,917",2022,forced-proximity
Birthday Girl (ebook),Penelope Douglas,3.92,"471,733",2018,forced-proximity
"Icebreaker (UCMH, #1)",Hannah  Grace,3.75,"1,241,531",2022,forced-proximity
"Final Offer (Dreamland Billionaires, #3)",Lauren Asher,4.19,"303,166",2023,forced-proximity
"Behind the Net (Vancouver Storm, #1)",Stephanie  Archer,3.80,"175,372",2023,forced-proximity
"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,3.88,"439,088",2022,forced-proximity
"Under One Roof (The STEMinist Novellas, #1)",Ali Hazelwood,3.65,"203,409",2022,forced-proximity
"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,3.80,"796,566",2021,forced-proximity
Does It Hurt? (Kindle Edition),H.D. Carlton,3.89,"253,756",2022,forced-proximity
The Roommate (Shameless #1),Rosie Danan,3.54,"134,250",2020,forced-proximity
Credence (Paperback),Penelope Douglas,3.68,"565,586",2020,forced-proximity
"Juniper Hill (The Edens, #2)",Devney Perry,4.13,"122,294",2022,forced-proximity
The Wall of Winnipeg and Me (Kindle Edition),Mariana Zapata,4.16,"301,627",2016,forced-proximity
Happy Place (Hardcover),Emily Henry,3.95,"1,378,897",2023,forced-proximity
"Wildfire (Maple Hills, #2)",Hannah  Grace,3.81,"455,057",2023,forced-proximity
"A Not So Meet Cute (Cane Brothers, #1)",Meghan Quinn,4.01,"259,272",2021,forced-proximity
Love on the Brain (Kindle Edition),Ali Hazelwood,3.90,"614,013",2022,forced-proximity
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.16,"4,046,628",2015,forced-proximity
From Lukov with Love (Paperback),Mariana Zapata,4.19,"281,736",2018,forced-proximity
Still Beating (ebook),Jennifer Hartmann,4.20,"223,256",2020,forced-proximity
"King of Sloth (Kings of Sin, #4)",Ana Huang,3.99,"214,342",2024,forced-proximity
"A Photo Finish (Gold Rush Ranch, #2)",Elsie Silver,4.03,"128,064",2021,forced-proximity
The Love Hypothesis (Paperback),Ali Hazelwood,4.10,"1,813,067",2021,forced-proximity
The Bodyguard (Hardcover),Katherine Center,3.94,"377,866",2022,forced-proximity
"Out on a Limb (Out, #1)",Hannah Bonam-Young,4.25,"170,548",2023,forced-proximity
"Play Along (Windy City, #4)",Liz Tomforde,4.46,"275,456",2024,forced-proximity
"Twisted Hate (Twisted, #3)",Ana Huang,3.95,"770,337",2022,forced-proximity
"Next of Kin (Next, #1)",Hannah Bonam-Young,3.75,"56,941",2022,forced-proximity
Beach Read (Paperback),Emily Henry,3.97,"1,589,282",2020,forced-proximity
Black Ties & White Lies (Black Tie Billionaires),Kat Singleton,3.81,"102,186",2023,forced-proximity
The Nanny (Paperback),Lana Ferguson,3.54,"131,722",2023,forced-proximity
"Wild Side (Rose Hill, #3)",Elsie Silver,4.18,"206,986",2025,forced-proximity
"Hopeless (Chestnut Springs, #5)",Elsie Silver,4.09,"330,045",2023,forced-proximity
"The Serpent and the Wings of Night (Crowns of Nyaxia, #1)",Carissa Broadbent,4.27,"713,060",2022,forced-proximity
"Wild Eyes (Rose Hill, #2)",Elsie Silver,4.26,"267,322",2024,forced-proximity
"Things We Never Got Over (Knockemout, #1)",Lucy Score,4.13,"1,050,374",2022,forced-proximity
All Rhodes Lead Here (Kindle Edition),Mariana Zapata,4.22,"162,394",2021,forced-proximity
,,,,,forced-proximity
,,,,,forced-proximity
In a Holidaze (Paperback),Christina Lauren,3.67,"226,493",2020,holiday
"Lovelight Farms (Lovelight, #1)",B.K. Borison,3.83,"150,342",2021,holiday
A Christmas Carol (Paperback),Charles Dickens,4.09,"905,614",1843,holiday
"A Merry Little Meet Cute (A Christmas Notch, #1)",Julie   Murphy,3.33,"71,066",2022,holiday
Window Shopping (ebook),Tessa Bailey,3.47,"112,902",2021,holiday
The Holiday Swap (Kindle Edition),Maggie Knox,3.57,"67,984",2021,holiday
The Most Wonderful Crime of the Year (Hardcover),Ally Carter,3.94,"96,983",2024,holiday
"Tis the Season for Revenge (Seasons of Revenge, #1)",Morgan  Elizabeth,3.90,"97,748",2022,holiday
Wreck the Halls (Paperback),Tessa Bailey,3.38,"106,614",2023,holiday
One Day in December (Paperback),Josie Silver,3.83,"348,098",2018,holiday
"Holiday Romance (Fitzpatrick Christmas, #1)",Catherine  Walsh,4.00,"67,434",2022,holiday
How My Neighbor Stole Christmas (Paperback),Meghan Quinn,3.69,"145,889",2024,holiday
The Twelve Dates of Christmas (Kindle Edition),Jenny Bayliss,3.55,"45,595",2020,holiday
"Cruel Winter with You (Under the Mistletoe Collection, #1)",Ali Hazelwood,3.68,"168,002",2024,holiday
"The Plight Before Christmas (Holiday Hijinx, #1)",Kate  Stewart,4.23,"49,976",,holiday
"Snowed In (Fitzpatrick Christmas, #2)",Catherine  Walsh,4.07,"60,245",2023,holiday
"The Christmas Bookshop (The Christmas Bookshop, #1)",Jenny Colgan,3.71,"79,176",2021,holiday
The Mistletoe Motive (ebook),Chloe Liese,3.77,"23,379",2021,holiday
The Night Before Christmas (Hardcover),Clement Clarke Moore,4.40,"126,859",1823,holiday
Resting Scrooge Face (Kindle Edition),Meghan Quinn,3.61,"65,467",2022,holiday
Kiss Her Once for Me (Paperback),Alison Cochrun,3.84,"55,960",2022,holiday
How the Grinch Stole Christmas! (Hardcover),Dr. Seuss,4.38,"442,775",1957,holiday
The Christmas Fix (Fixer: King Siblings #2),Lucy Score,3.90,"91,854",2017,holiday
The Santa Suit (Hardcover),Mary Kay Andrews,3.78,"63,069",2021,holiday
My True Love Gave to Me: Twelve Holiday Stories (Hardcover),Stephanie Perkins,,,,holiday
Skipping Christmas (Paperback),John Grisham,3.57,"84,798",2001,holiday
Let It Snow (Kindle Edition),John Green,3.66,"157,656",2008,holiday
"Winter Street (Winter, #1)",Elin Hilderbrand,3.81,"108,234",2014,holiday
The Polar Express (Hardcover),Chris Van Allsburg,4.32,"247,347",1985,holiday
A Winter in New York (Hardcover),Josie Silver,3.67,"52,563",2023,holiday
"A Holly Jolly Ever After (A Christmas Notch, #2)",Julie   Murphy,3.49,"22,216",2023,holiday
"Merry Ever After (Under the Mistletoe Collection, #2)",Tessa Bailey,2.80,"94,537",2024,holiday
"The Christmas Tree Farm (Dream Harbor, #3)",Laurie Gilmore,3.67,"135,371",2024,holiday
"A Cross-Country Christmas (Road Trip Romance, #1)",Courtney Walsh,3.93,"23,265",2021,holiday
"Always, in December (Paperback)",Emily      Stone,3.74,"31,185",2021,holiday
"Tangled in Tinsel (The More the Merrier, #1)",Trilina Pucci,3.87,"46,484",2022,holiday
"Bright Lights, Big Christmas (Hardcover)",Mary Kay Andrews,3.79,"47,843",2023,holiday
"A Very Merry Bromance (Bromance Book Club, #5)",Lyssa Kay Adams,4.03,"29,143",2022,holiday
My December Darling (Kindle Edition),Lauren Asher,3.71,"56,802",2024,holiday
