title,author,avg_rating,rating_count,year_published,genre,title_clean,author_clean,genre_clean,lang,genre_grouped
"The Tea Dragon Society (Tea Dragon, #1)",Kay O'Neill,4.34,,2017,cozy,the tea dragon society tea dragon #1,kay o'neill,cozy,en,other
Under the Whispering Door (Hardcover),T.J. Klune,4.11,,2021,cozy,under the whispering door hardcover,tj klune,cozy,en,other
"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,4.17,,2014,cozy,the long way to a small angry planet wayfarers #1,becky chambers,cozy,en,other
"In the Company of Witches (Evenfall Witches B&B, #1)",Auralee Wallace,3.87,,2021,cozy,in the company of witches evenfall witches bandb #1,auralee wallace,cozy,en,other
What You Are Looking For Is in the Library (Hardcover),Michiko Aoyama,4.04,,2020,cozy,what you are looking for is in the library hardcover,michiko aoyama,cozy,en,other
Tress of the Emerald Sea (Kindle Edition),Brandon Sanderson,4.33,,2023,cozy,tress of the emerald sea kindle edition,brandon sanderson,cozy,en,other
"The Kamogawa Food Detectives (Kamogawa Food Detectives, #1)",Hisashi Kashiwai,3.67,,2013,cozy,the kamogawa food detectives kamogawa food detectives #1,hisashi kashiwai,cozy,en,other
"Arsenic and Adobo (Tita Rosie's Kitchen Mystery, #1)",Mia P. Manansala,3.53,,2021,cozy,arsenic and adobo tita rosie's kitchen mystery #1,mia p manansala,cozy,en,other
"Chocolate Chip Cookie Murder (Hannah Swensen, #1)",Joanne Fluke,3.68,,2000,cozy,chocolate chip cookie murder hannah swensen #1,joanne fluke,cozy,en,other
"The Secret, Book & Scone Society (Secret, Book, & Scone Society, #1)",Ellery Adams,3.77,,2017,cozy,the secret book and scone society secret book and scone society #1,ellery adams,cozy,en,other
"Somewhere Beyond the Sea (Cerulean Chronicles, #2)",T.J. Klune,4.13,,2024,cozy,somewhere beyond the sea cerulean chronicles #2,tj klune,cozy,en,other
"A Fellowship of Bakers & Magic (Adenashire, #1)",J. Penner,3.89,,2023,cozy,a fellowship of bakers and magic adenashire #1,j penner,cozy,en,other
The Honey Witch (Paperback),Sydney J. Shields,3.55,,2024,cozy,the honey witch paperback,sydney j shields,cozy,en,other
"The Cinnamon Bun Book Store (Dream Harbor, #2)",Laurie Gilmore,3.7,,2024,cozy,the cinnamon bun book store dream harbor #2,laurie gilmore,cozy,en,other
"Keeper of Enchanted Rooms (Whimbrel House, #1)",Charlie N. Holmberg,4.12,,2022,cozy,keeper of enchanted rooms whimbrel house #1,charlie n holmberg,cozy,en,other
Rewitched (Rewitched #1),Lucy Jane Wood,3.76,,2024,cozy,rewitched rewitched #1,lucy jane wood,cozy,en,other
"Emily Wilde's Compendium of Lost Tales (Emily Wilde, #3)",Heather Fawcett,4.1,,2025,cozy,emily wilde's compendium of lost tales emily wilde #3,heather fawcett,cozy,en,other
"That Time I Got Drunk and Saved a Demon (Mead Mishaps, #1)",Kimberly Lemming,3.86,,2021,cozy,that time i got drunk and saved a demon mead mishaps #1,kimberly lemming,cozy,en,other
"The Quiche of Death (Agatha Raisin, #1)",M.C. Beaton,3.72,,1992,cozy,the quiche of death agatha raisin #1,mc beaton,cozy,en,other
"How to Solve Your Own Murder (Castle Knoll Files, #1)",Kristen Perrin,3.79,,2024,cozy,how to solve your own murder castle knoll files #1,kristen perrin,cozy,en,other
Water Moon (Hardcover),Samantha Sotto Yambao,3.78,,2025,cozy,water moon hardcover,samantha sotto yambao,cozy,en,other
"The Full Moon Coffee Shop (The Full Moon Coffee Shop, #1)",Mai Mochizuki,3.6,,2020,cozy,the full moon coffee shop the full moon coffee shop #1,mai mochizuki,cozy,en,other
"On What Grounds (Coffeehouse Mystery, #1)",Cleo Coyle,3.66,,2003,cozy,on what grounds coffeehouse mystery #1,cleo coyle,cozy,en,other
"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,4.33,,1908,cozy,anne of green gables anne of green gables #1,lm montgomery,cozy,en,other
"The Man Who Died Twice (Thursday Murder Club, #2)",Richard Osman,4.36,,2021,cozy,the man who died twice thursday murder club #2,richard osman,cozy,en,other
"The Ex Hex (The Ex Hex, #1)",Erin Sterling,3.47,,2021,cozy,the ex hex the ex hex #1,erin sterling,cozy,en,other
Watchmen (Paperback),Alan             Moore,4.39,,1987,graphic-novels-comics,watchmen paperback,alan moore,graphic-novels-comics,en,Other
"The Sandman, Vol. 1: Preludes & Nocturnes (Hardcover)",Neil Gaiman,4.25,,1988,graphic-novels-comics,the sandman vol 1 preludes and nocturnes hardcover,neil gaiman,graphic-novels-comics,en,Other
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.42,,2018,graphic-novels-comics,heartstopper volume one heartstopper #1,alice oseman,graphic-novels-comics,en,Other
Fun Home: A Family Tragicomic (Paperback),Alison Bechdel,4.07,,2006,graphic-novels-comics,fun home a family tragicomic paperback,alison bechdel,graphic-novels-comics,en,Other
The Complete Maus (Paperback),Art Spiegelman,4.58,,1980,graphic-novels-comics,the complete maus paperback,art spiegelman,graphic-novels-comics,en,Other
Through the Woods (Hardcover),E.M. Carroll,3.94,,2014,graphic-novels-comics,through the woods hardcover,em carroll,graphic-novels-comics,en,Other
"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,4.51,,2019,graphic-novels-comics,heartstopper volume two heartstopper #2,alice oseman,graphic-novels-comics,en,Other
The Complete Persepolis (Paperback),Marjane Satrapi,4.4,,2007,graphic-novels-comics,the complete persepolis paperback,marjane satrapi,graphic-novels-comics,en,Other
"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,4.39,,1986,graphic-novels-comics,maus i a survivor's tale my father bleeds history maus #1,art spiegelman,graphic-novels-comics,en,Other
"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,4.27,,2003,graphic-novels-comics,persepolis the story of a childhood persepolis #1,marjane satrapi,graphic-novels-comics,en,Other
"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,4.54,,2020,graphic-novels-comics,heartstopper volume three heartstopper #3,alice oseman,graphic-novels-comics,en,Other
The Prince and the Dressmaker (Paperback),Jen Wang,4.33,,2018,graphic-novels-comics,the prince and the dressmaker paperback,jen wang,graphic-novels-comics,en,Other
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Paperback)",N.D. Stevenson,,,,graphic-novels-comics,lumberjanes vol 1 beware the kitten holy paperback,nd stevenson,graphic-novels-comics,en,Other
Anya's Ghost (Hardcover),Vera Brosgol,3.9,,2011,graphic-novels-comics,anya's ghost hardcover,vera brosgol,graphic-novels-comics,en,Other
"The Wicked + The Divine, Vol. 1: The Faust Act (Paperback)",Kieron Gillen,,,,graphic-novels-comics,the wicked + the divine vol 1 the faust act paperback,kieron gillen,graphic-novels-comics,en,Other
"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,4.12,,2016,graphic-novels-comics,adulthood is a myth sarah's scribbles #1,sarah andersen,graphic-novels-comics,en,Other
"The Sandman, Vol. 2: The Doll's House (Hardcover)",Neil Gaiman,4.43,,1990,graphic-novels-comics,the sandman vol 2 the doll's house hardcover,neil gaiman,graphic-novels-comics,en,Other
"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,4.58,,2021,graphic-novels-comics,heartstopper volume four heartstopper #4,alice oseman,graphic-novels-comics,en,Other
Welcome to Lovecraft (Locke & Key #1),Joe Hill,4.15,,2008,graphic-novels-comics,welcome to lovecraft locke and key #1,joe hill,graphic-novels-comics,en,Other
This One Summer (Hardcover),Mariko Tamaki,3.69,,2014,graphic-novels-comics,this one summer hardcover,mariko tamaki,graphic-novels-comics,en,Other
Batman: The Dark Knight Returns (Hardcover),Frank Miller,4.26,,1986,graphic-novels-comics,batman the dark knight returns hardcover,frank miller,graphic-novels-comics,en,Other
Ghost World (Paperback),Daniel Clowes,3.82,,1998,graphic-novels-comics,ghost world paperback,daniel clowes,graphic-novels-comics,en,Other
"The Sandman, Vol. 3: Dream Country (Hardcover)",Neil Gaiman,4.24,,1990,graphic-novels-comics,the sandman vol 3 dream country hardcover,neil gaiman,graphic-novels-comics,en,Other
"Y: The Last Man, Vol. 1: Unmanned (Paperback)",Brian K. Vaughan,4.08,,2003,graphic-novels-comics,y the last man vol 1 unmanned paperback,brian k vaughan,graphic-novels-comics,en,Other
American Born Chinese (Paperback),Gene Luen Yang,3.88,,2006,graphic-novels-comics,american born chinese paperback,gene luen yang,graphic-novels-comics,en,Other
"The Tea Dragon Society (Tea Dragon, #1)",Kay O'Neill,4.34,,2017,graphic-novels-comics,the tea dragon society tea dragon #1,kay o'neill,graphic-novels-comics,en,Other
"The Walking Dead, Vol. 1: Days Gone Bye (Paperback)",Robert Kirkman,4.27,,2004,graphic-novels-comics,the walking dead vol 1 days gone bye paperback,robert kirkman,graphic-novels-comics,en,Other
Mooncakes (Paperback),Suzanne  Walker,3.81,,2019,graphic-novels-comics,mooncakes paperback,suzanne walker,graphic-novels-comics,en,Other
"Rat Queens, Vol. 1: Sass & Sorcery (Paperback)",Kurtis J. Wiebe,4.08,,2014,graphic-novels-comics,rat queens vol 1 sass and sorcery paperback,kurtis j wiebe,graphic-novels-comics,en,Other
"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",Art Spiegelman,4.43,,1991,graphic-novels-comics,maus ii a survivor's tale and here my troubles began maus #2,art spiegelman,graphic-novels-comics,en,Other
Pumpkinheads (Hardcover),Rainbow Rowell,4.01,,2019,graphic-novels-comics,pumpkinheads hardcover,rainbow rowell,graphic-novels-comics,en,Other
"The Sandman, Vol. 4: Season of Mists (Hardcover)",Neil Gaiman,4.53,,1991,graphic-novels-comics,the sandman vol 4 season of mists hardcover,neil gaiman,graphic-novels-comics,en,Other
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened (Paperback)",Allie Brosh,4.17,,2013,graphic-novels-comics,hyperbole and a half unfortunate situations flawed coping mechanisms mayhem and other things that happened paperback,allie brosh,graphic-novels-comics,en,Other
"Lore Olympus: Volume One (Lore Olympus, #1)",Rachel  Smythe,4.21,,2021,graphic-novels-comics,lore olympus volume one lore olympus #1,rachel smythe,graphic-novels-comics,en,Other
The Alchemist (Paperback),Paulo Coelho,3.92,,1988,roman,the alchemist paperback,paulo coelho,roman,en,fiction
The Stranger (Paperback),Albert Camus,4.03,,1942,roman,the stranger paperback,albert camus,roman,en,fiction
Where the Crawdads Sing (ebook),Delia Owens,4.37,,2018,roman,where the crawdads sing ebook,delia owens,roman,en,fiction
"Harry Potter and the Philosopher’s Stone (Harry Potter, #1)",J.K. Rowling,4.47,,1997,roman,harry potter and the philosopher's stone harry potter #1,jk rowling,roman,en,fiction
To Kill a Mockingbird (Paperback),Harper Lee,4.26,,1960,roman,to kill a mockingbird paperback,harper lee,roman,en,fiction
Pride and Prejudice (Hardcover),Jane Austen,4.29,,1813,roman,pride and prejudice hardcover,jane austen,roman,en,fiction
The Kite Runner (Paperback),Khaled Hosseini,4.35,,2003,roman,the kite runner paperback,khaled hosseini,roman,en,fiction
The Midnight Library (Hardcover),Matt Haig,3.98,,2020,roman,the midnight library hardcover,matt haig,roman,en,fiction
The Little Prince (Hardcover),Antoine de Saint-Exupéry,4.33,,1943,roman,the little prince hardcover,antoine de saint-exupéry,roman,en,fiction
Perfume: The Story of a Murderer (Paperback),Patrick Süskind,4.04,,1985,roman,perfume the story of a murderer paperback,patrick süskind,roman,en,fiction
The Great Gatsby (Paperback),F. Scott Fitzgerald,3.93,,1925,roman,the great gatsby paperback,f scott fitzgerald,roman,en,fiction
The Catcher in the Rye (Paperback),J.D. Salinger,3.8,,1951,roman,the catcher in the rye paperback,jd salinger,roman,en,fiction
The Aeneid (Kindle Edition),Virgil,3.87,,-19,roman,the aeneid kindle edition,virgil,roman,en,fiction
The Picture of Dorian Gray (Paperback),Oscar Wilde,4.13,,1890,roman,the picture of dorian gray paperback,oscar wilde,roman,en,fiction
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,,1998,roman,harry potter and the chamber of secrets harry potter #2,jk rowling,roman,en,fiction
"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,4.31,,2001,roman,the shadow of the wind the cemetery of forgotten books #1,carlos ruiz zafón,roman,en,fiction
Normal People (Hardcover),Sally Rooney,3.81,,2018,roman,normal people hardcover,sally rooney,roman,en,fiction
The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,4.4,,2017,roman,the seven husbands of evelyn hugo hardcover,taylor jenkins reid,roman,en,fiction
The Handmaid's Tale: The Seminal Work of Dystopian Feminist Fiction (Hardcover),Margaret Atwood,4.15,,1985,roman,the handmaid's tale the seminal work of dystopian feminist fiction hardcover,margaret atwood,roman,en,fiction
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,4.58,,1999,roman,harry potter and the prisoner of azkaban harry potter #3,jk rowling,roman,en,fiction
Brave New World (Paperback),Aldous Huxley,3.99,,1932,roman,brave new world paperback,aldous huxley,roman,en,fiction
Of Mice and Men (Paperback),John Steinbeck,3.89,,1937,roman,of mice and men paperback,john steinbeck,roman,en,fiction
The Fault in Our Stars (Hardcover),John Green,4.12,,2012,roman,the fault in our stars hardcover,john green,roman,en,fiction
"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,3.82,,2009,roman,the 100-year-old man who climbed out the window and disappeared the hundred-year-old man #1,jonas jonasson,roman,en,fiction
Lord of the Flies (Paperback),William Golding,3.7,,1954,roman,lord of the flies paperback,william golding,roman,en,fiction
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,4.57,,2000,roman,harry potter and the goblet of fire harry potter #4,jk rowling,roman,en,fiction
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,4.62,,2007,roman,harry potter and the deathly hallows harry potter #7,jk rowling,roman,en,fiction
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,4.5,,2003,roman,harry potter and the order of the phoenix harry potter #5,jk rowling,roman,en,fiction
"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,3.93,,2003,roman,the da vinci code robert langdon #2,dan brown,roman,en,fiction
Meditations (Paperback),Marcus Aurelius,4.28,,180,roman,meditations paperback,marcus aurelius,roman,en,fiction
A Thousand Splendid Suns (Hardcover),Khaled Hosseini,4.45,,2007,roman,a thousand splendid suns hardcover,khaled hosseini,roman,en,fiction
Crime and Punishment (Paperback),Fyodor Dostoevsky,4.28,,1866,roman,crime and punishment paperback,fyodor dostoevsky,roman,en,fiction
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.58,,2005,roman,harry potter and the half-blood prince harry potter #6,jk rowling,roman,en,fiction
One Hundred Years of Solitude (Mass Market Paperback),Gabriel García Márquez,4.12,,1967,roman,one hundred years of solitude mass market paperback,gabriel garcía márquez,roman,en,fiction
The Book Thief (Kindle Edition),Markus Zusak,4.39,,2005,roman,the book thief kindle edition,markus zusak,roman,en,fiction
The Plague (Paperback),Albert Camus,4.02,,1947,roman,the plague paperback,albert camus,roman,en,fiction
A Little Life (Hardcover),Hanya Yanagihara,4.28,,2015,roman,a little life hardcover,hanya yanagihara,roman,en,fiction
"My Brilliant Friend (Neapolitan Novels, #1)",Elena Ferrante,4.05,,2011,roman,my brilliant friend neapolitan novels #1,elena ferrante,roman,en,fiction
The Unbearable Lightness of Being (Paperback),Milan Kundera,4.11,,1984,roman,the unbearable lightness of being paperback,milan kundera,roman,en,fiction
Wuthering Heights (Paperback),Emily Brontë,3.9,,1847,roman,wuthering heights paperback,emily brontë,roman,en,fiction
"The Seven Sisters (The Seven Sisters, #1)",Lucinda Riley,4.19,,2014,roman,the seven sisters the seven sisters #1,lucinda riley,roman,en,fiction
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,4.35,,2008,roman,the hunger games the hunger games #1,suzanne collins,roman,en,fiction
The Metamorphosis (Mass Market Paperback),Franz Kafka,3.9,,1915,roman,the metamorphosis mass market paperback,franz kafka,roman,en,fiction
Circe (Hardcover),Madeline Miller,4.22,,2018,roman,circe hardcover,madeline miller,roman,en,fiction
"The Hobbit, or There and Back Again (Paperback)",J.R.R. Tolkien,4.3,,1937,roman,the hobbit or there and back again paperback,jrr tolkien,roman,en,fiction
The Old Man and the Sea (Hardcover),Ernest Hemingway,3.81,,1952,roman,the old man and the sea hardcover,ernest hemingway,roman,en,fiction
The Fault in Our Stars (Hardcover),John Green,4.12,,2012,death,the fault in our stars hardcover,john green,death,en,other
Smoke Gets in Your Eyes & Other Lessons from the Crematory (Paperback),Caitlin Doughty,4.22,,2014,death,smoke gets in your eyes and other lessons from the crematory paperback,caitlin doughty,death,en,other
Stiff: The Curious Lives of Human Cadavers (Paperback),Mary Roach,4.06,,2003,death,stiff the curious lives of human cadavers paperback,mary roach,death,en,other
From Here to Eternity: Traveling the World to Find the Good Death (Paperback),Caitlin Doughty,4.3,,2017,death,from here to eternity traveling the world to find the good death paperback,caitlin doughty,death,en,other
When Breath Becomes Air (Kindle Edition),Paul Kalanithi,4.41,,2016,death,when breath becomes air kindle edition,paul kalanithi,death,en,other
The Book Thief (Kindle Edition),Markus Zusak,4.39,,2005,death,the book thief kindle edition,markus zusak,death,en,other
Being Mortal: Medicine and What Matters in the End (Hardcover),Atul Gawande,4.49,,2014,death,being mortal medicine and what matters in the end hardcover,atul gawande,death,en,other
Will My Cat Eat My Eyeballs? And Other Questions About Dead Bodies (Paperback),Caitlin Doughty,4.12,,2019,death,will my cat eat my eyeballs? and other questions about dead bodies paperback,caitlin doughty,death,en,other
Thirteen Reasons Why (Hardcover),Jay Asher,3.84,,2007,death,thirteen reasons why hardcover,jay asher,death,en,other
The Year of Magical Thinking (Paperback),Joan Didion,3.93,,2005,death,the year of magical thinking paperback,joan didion,death,en,other
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,4.35,,2008,death,the hunger games the hunger games #1,suzanne collins,death,en,other
The Lovely Bones (Mass Market Paperback),Alice Sebold,3.86,,2002,death,the lovely bones mass market paperback,alice sebold,death,en,other
The Denial of Death (Paperback),Ernest Becker,4.05,,1973,death,the denial of death paperback,ernest becker,death,en,other
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,4.32,,2016,death,scythe arc of a scythe #1,neal shusterman,death,en,other
"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,3.75,,2017,death,they both die at the end they both die at the end #1,adam silvera,death,en,other
The Midnight Library (Hardcover),Matt Haig,3.98,,2020,death,the midnight library hardcover,matt haig,death,en,other
"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.12,,2010,death,mockingjay the hunger games #3,suzanne collins,death,en,other
"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson (Paperback)",Mitch Albom,4.2,,1997,death,tuesdays with morrie an old man a young man and life's greatest lesson paperback,mitch albom,death,en,other
All the Living and the Dead (Hardcover),Hayley Campbell,4.25,,2022,death,all the living and the dead hardcover,hayley campbell,death,en,other
"On Death and Dying: What the Dying Have to Teach Doctors, Nurses, Clergy and Their Own Families (Paperback)",Elisabeth Kübler-Ross,4.16,,1969,death,on death and dying what the dying have to teach doctors nurses clergy and their own families paperback,elisabeth kübler-ross,death,en,other
Under the Whispering Door (Hardcover),T.J. Klune,4.11,,2021,death,under the whispering door hardcover,tj klune,death,en,other
All the Bright Places (Hardcover),Jennifer Niven,4.11,,2015,death,all the bright places hardcover,jennifer niven,death,en,other
The Graveyard Book (Hardcover),Neil Gaiman,4.15,,2008,death,the graveyard book hardcover,neil gaiman,death,en,other
The Death of Ivan Ilych (Paperback),Leo Tolstoy,4.14,,1886,death,the death of ivan ilych paperback,leo tolstoy,death,en,other
Bridge to Terabithia (Kindle Edition),Katherine Paterson,4.06,,1977,death,bridge to terabithia kindle edition,katherine paterson,death,en,other
"Mort (Discworld, #4; Death, #1)",Terry Pratchett,4.24,,1987,death,mort discworld #4 death #1,terry pratchett,death,en,other
"Catching Fire (The Hunger Games, #2)",Suzanne Collins,4.35,,2009,death,catching fire the hunger games #2,suzanne collins,death,en,other
The Hate U Give (Hardcover),Angie Thomas,4.45,,2017,death,the hate u give hardcover,angie thomas,death,en,other
How We Die: Reflections of Life's Final Chapter (Paperback),Sherwin B. Nuland,4.07,,1994,death,how we die reflections of life's final chapter paperback,sherwin b nuland,death,en,other
The Five People You Meet in Heaven (Hardcover),Mitch Albom,4.01,,2003,death,the five people you meet in heaven hardcover,mitch albom,death,en,other
Elsewhere (Paperback),Gabrielle Zevin,3.9,,2005,death,elsewhere paperback,gabrielle zevin,death,en,other
Spook: Science Tackles the Afterlife (Paperback),Mary Roach,3.6,,2005,death,spook science tackles the afterlife paperback,mary roach,death,en,other
Crying in H Mart (Hardcover),Michelle Zauner,4.24,,2021,death,crying in h mart hardcover,michelle zauner,death,en,other
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,4.62,,2007,death,harry potter and the deathly hallows harry potter #7,jk rowling,death,en,other
Me and Earl and the Dying Girl (Hardcover),Jesse Andrews,3.51,,2012,death,me and earl and the dying girl hardcover,jesse andrews,death,en,other
Everything I Never Told You (Hardcover),Celeste Ng,3.83,,2014,death,everything i never told you hardcover,celeste ng,death,en,other
Long Way Down (Hardcover),Jason Reynolds,4.24,,2017,death,long way down hardcover,jason reynolds,death,en,other
"Working Stiff: Two Years, 262 Bodies, and the Making of a Medical Examiner (Hardcover)",Judy Melinek,4.26,,2014,death,working stiff two years 262 bodies and the making of a medical examiner hardcover,judy melinek,death,en,other
The Sky Is Everywhere (Hardcover),Jandy Nelson,3.95,,2010,death,the sky is everywhere hardcover,jandy nelson,death,en,other
Lincoln in the Bardo (Hardcover),George Saunders,3.75,,2017,death,lincoln in the bardo hardcover,george saunders,death,en,other
All That Remains: A Life in Death (Hardcover),Sue Black,4.16,,2018,death,all that remains a life in death hardcover,sue black,death,en,other
Mortality (Hardcover),Christopher Hitchens,4.12,,2012,death,mortality hardcover,christopher hitchens,death,en,other
We Were Liars (Paperback),E. Lockhart,3.65,,2014,death,we were liars paperback,e lockhart,death,en,other
The Collected Regrets of Clover (Hardcover),Mikki Brammer,4.16,,2023,death,the collected regrets of clover hardcover,mikki brammer,death,en,other
The American Way of Death Revisited (Paperback),Jessica Mitford,3.97,,1963,death,the american way of death revisited paperback,jessica mitford,death,en,other
Beach Read (Paperback),Emily Henry,3.97,,2020,summer,beach read paperback,emily henry,summer,en,romance
People We Meet on Vacation (Paperback),Emily Henry,3.84,,2021,summer,people we meet on vacation paperback,emily henry,summer,en,romance
"The Summer I Turned Pretty (Summer, #1)",Jenny Han,3.74,,2009,summer,the summer i turned pretty summer #1,jenny han,summer,en,romance
The Summer of Broken Rules (Paperback),K.L. Walther,3.88,,2021,summer,the summer of broken rules paperback,kl walther,summer,en,romance
Malibu Rising (Hardcover),Taylor Jenkins Reid,4.02,,2021,summer,malibu rising hardcover,taylor jenkins reid,summer,en,romance
Happy Place (Hardcover),Emily Henry,3.95,,2023,summer,happy place hardcover,emily henry,summer,en,romance
"Just for the Summer (Part of Your World, #3)",Abby Jimenez,4.35,,2024,summer,just for the summer part of your world #3,abby jimenez,summer,en,romance
"It's Not Summer Without You (Summer, #2)",Jenny Han,3.74,,2010,summer,it's not summer without you summer #2,jenny han,summer,en,romance
"We'll Always Have Summer (Summer, #3)",Jenny Han,3.78,,2011,summer,we'll always have summer summer #3,jenny han,summer,en,romance
"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,3.9,,2019,summer,the unhoneymooners unhoneymooners #1,christina lauren,summer,en,romance
Book Lovers (Paperback),Emily Henry,4.1,,2022,summer,book lovers paperback,emily henry,summer,en,romance
This Summer Will Be Different (Paperback),Carley Fortune,3.95,,2024,summer,this summer will be different paperback,carley fortune,summer,en,romance
We Were Liars (Paperback),E. Lockhart,3.65,,2014,summer,we were liars paperback,e lockhart,summer,en,romance
"Love & Gelato (Love & Gelato, #1)",Jenna Evans Welch,4.03,,2016,summer,love and gelato love and gelato #1,jenna evans welch,summer,en,romance
Meet Me at the Lake (Paperback),Carley Fortune,3.68,,2023,summer,meet me at the lake paperback,carley fortune,summer,en,romance
One Italian Summer (Hardcover),Rebecca Serle,3.59,,2022,summer,one italian summer hardcover,rebecca serle,summer,en,romance
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.1,,2007,summer,call me by your name call me by your name #1,andré aciman,summer,en,romance
Same Time Next Summer (Paperback),Annabel Monaghan,3.74,,2023,summer,same time next summer paperback,annabel monaghan,summer,en,romance
The Paradise Problem (Hardcover),Christina Lauren,4.07,,2024,summer,the paradise problem hardcover,christina lauren,summer,en,romance
Funny Story (Kindle Edition),Emily Henry,4.19,,2024,summer,funny story kindle edition,emily henry,summer,en,romance
28 Summers (Hardcover),Elin Hilderbrand,4.18,,2020,summer,28 summers hardcover,elin hilderbrand,summer,en,romance
Summer Romance (Paperback),Annabel Monaghan,4.02,,2024,summer,summer romance paperback,annabel monaghan,summer,en,romance
The Hotel Nantucket (Hardcover),Elin Hilderbrand,4.05,,2022,summer,the hotel nantucket hardcover,elin hilderbrand,summer,en,romance
Heart Bones (Kindle Edition),Colleen Hoover,4.2,,2020,summer,heart bones kindle edition,colleen hoover,summer,en,romance
The God of the Woods (Kindle Edition),Liz    Moore,4.11,,2024,summer,the god of the woods kindle edition,liz moore,summer,en,romance
Second Chance Summer (Hardcover),Morgan Matson,4.11,,2012,summer,second chance summer hardcover,morgan matson,summer,en,romance
"Problematic Summer Romance (Not in Love, #2)",Ali Hazelwood,3.86,,2025,summer,problematic summer romance not in love #2,ali hazelwood,summer,en,romance
"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,3.8,,2021,summer,the spanish love deception love deception #1,elena armas,summer,en,romance
The Wedding People (Hardcover),Alison Espach,4.09,,2024,summer,the wedding people hardcover,alison espach,summer,en,romance
Where the Crawdads Sing (ebook),Delia Owens,4.37,,2018,summer,where the crawdads sing ebook,delia owens,summer,en,romance
Love and Other Words (Hardcover),Christina Lauren,4.22,,2018,summer,love and other words hardcover,christina lauren,summer,en,romance
"The Five-Star Weekend (Sommer in Nantucket, #1)",Elin Hilderbrand,4.02,,2023,summer,the five-star weekend sommer in nantucket #1,elin hilderbrand,summer,en,romance
The Summer Book (Paperback),Tove Jansson,4.0,,1972,summer,the summer book paperback,tove jansson,summer,en,romance
Daisy Jones & The Six (Hardcover),Taylor Jenkins Reid,4.2,,2019,summer,daisy jones and the six hardcover,taylor jenkins reid,summer,en,romance
"Wildfire (Maple Hills, #2)",Hannah  Grace,3.81,,2023,summer,wildfire maple hills #2,hannah grace,summer,en,romance
The Great Gatsby (Paperback),F. Scott Fitzgerald,3.93,,1925,summer,the great gatsby paperback,f scott fitzgerald,summer,en,romance
The Infinity Between Us (Kindle Edition),N.S. Perkins,3.83,,2021,summer,the infinity between us kindle edition,ns perkins,summer,en,romance
Sunkissed (Hardcover),Kasie West,3.81,,2021,summer,sunkissed hardcover,kasie west,summer,en,romance
"Alex, Approximately (Hardcover)",Jenn Bennett,3.94,,2017,summer,alex approximately hardcover,jenn bennett,summer,en,romance
"Good Girl Complex (Avalon Bay, #1)",Elle Kennedy,3.57,,2022,summer,good girl complex avalon bay #1,elle kennedy,summer,en,romance
Great Big Beautiful Life (Hardcover),Emily Henry,3.97,,2025,summer,great big beautiful life hardcover,emily henry,summer,en,romance
The Song of Achilles (Paperback),Madeline Miller,4.31,,2011,summer,the song of achilles paperback,madeline miller,summer,en,romance
Along for the Ride (Hardcover),Sarah Dessen,4.03,,2009,summer,along for the ride hardcover,sarah dessen,summer,en,romance
