title,author,avg_rating,rating_count,year_published,genre
A Christmas Carol (Paperback),Charles Dickens,4.09,"905,366",1843,holiday
"A Merry Little Meet Cute (A Christmas Notch, #1)",Julie   Murphy,3.33,"71,022",2022,holiday
Window Shopping (ebook),Tessa Bailey,3.47,"112,850",2021,holiday
The Holiday Swap (Kindle Edition),Maggie Knox,3.57,"67,964",2021,holiday
The Most Wonderful Crime of the Year (Hardcover),Ally Carter,3.94,"96,732",2024,holiday
"Tis the Season for Revenge (Seasons of Revenge, #1)",Morgan  Elizabeth,3.90,"97,707",2022,holiday
Wreck the Halls (Paperback),Tessa Bailey,3.38,"106,551",2023,holiday
One Day in December (Paperback),Josie Silver,3.83,"348,009",2018,holiday
"Holiday Romance (Fitzpatrick Christmas, #1)",Catherine  Walsh,4.00,"67,379",2022,holiday
How My Neighbor Stole Christmas (Paperback),Meghan Quinn,3.69,"145,609",2024,holiday
The Twelve Dates of Christmas (Kindle Edition),Jenny Bayliss,3.55,"45,570",2020,holiday
"Cruel Winter with You (Under the Mistletoe Collection, #1)",Ali Hazelwood,3.68,"167,628",2024,holiday
"The Plight Before Christmas (Holiday Hijinx, #1)",Kate  Stewart,4.23,"49,945",,holiday
"Snowed In (Fitzpatrick Christmas, #2)",Catherine  Walsh,4.07,"60,206",2023,holiday
"The Christmas Bookshop (The Christmas Bookshop, #1)",Jenny Colgan,3.71,"79,097",2021,holiday
The Mistletoe Motive (ebook),Chloe Liese,3.77,"23,356",2021,holiday
The Night Before Christmas (Hardcover),Clement Clarke Moore,4.40,"126,842",1823,holiday
Resting Scrooge Face (Kindle Edition),Meghan Quinn,3.61,"65,353",2022,holiday
Kiss Her Once for Me (Paperback),Alison Cochrun,3.84,"55,938",2022,holiday
How the Grinch Stole Christmas! (Hardcover),Dr. Seuss,4.38,"442,664",1957,holiday
The Christmas Fix (Fixer: King Siblings #2),Lucy Score,3.90,"91,795",2017,holiday
My True Love Gave to Me: Twelve Holiday Stories (Hardcover),Stephanie Perkins,,,,holiday
The Santa Suit (Hardcover),Mary Kay Andrews,3.78,"63,012",2021,holiday
Skipping Christmas (Paperback),John Grisham,3.57,"84,747",2001,holiday
Let It Snow (Kindle Edition),John Green,3.66,"157,632",2008,holiday
"Winter Street (Winter, #1)",Elin Hilderbrand,3.81,"108,090",2014,holiday
The Polar Express (Hardcover),Chris Van Allsburg,4.32,"247,313",1985,holiday
A Winter in New York (Hardcover),Josie Silver,3.67,"52,535",2023,holiday
"A Holly Jolly Ever After (A Christmas Notch, #2)",Julie   Murphy,3.49,"22,199",2023,holiday
"Merry Ever After (Under the Mistletoe Collection, #2)",Tessa Bailey,2.80,"94,375",2024,holiday
"The Christmas Tree Farm (Dream Harbor, #3)",Laurie Gilmore,3.67,"134,266",2024,holiday
"A Cross-Country Christmas (Road Trip Romance, #1)",Courtney Walsh,3.93,"23,226",2021,holiday
"Always, in December (Paperback)",Emily      Stone,3.74,"31,174",2021,holiday
"Tangled in Tinsel (The More the Merrier, #1)",Trilina Pucci,3.87,"46,453",2022,holiday
"Bright Lights, Big Christmas (Hardcover)",Mary Kay Andrews,3.79,"47,778",2023,holiday
"A Very Merry Bromance (Bromance Book Club, #5)",Lyssa Kay Adams,4.03,"29,123",2022,holiday
My December Darling (Kindle Edition),Lauren Asher,3.71,"56,711",2024,holiday
The Matzah Ball (Paperback),Jean Meltzer,3.63,"21,778",2021,holiday
"The Naughty, The Nice and The Nanny (Holiday Brothers, #1)",Willa Nash,3.77,"25,333",2021,holiday
"Nick and Noel's Christmas Playlist (Mistletoe Romance, #1)",Codi Hall,3.58,"18,631",2020,holiday
Meet Me Under the Mistletoe (Kindle Edition),Jenny Bayliss,3.48,"18,681",2022,holiday
"The Best Christmas Pageant Ever (The Herdmans, #1)",Barbara Robinson,4.25,"67,128",1972,holiday
"Royal Holiday (The Wedding Date, #4)",Jasmine Guillory,3.46,"50,187",2019,holiday
"Dash & Lily's Book of Dares (Dash & Lily, #1)",Rachel Cohn,3.74,"101,194",1999,holiday
"All by My Elf (Under the Mistletoe Collection, #3)",Olivia Dade,2.59,"65,378",2024,holiday
"The Nightmare Before Kissmas (Royals and Romance, #1)",Sara Raasch,3.94,"26,643",2024,holiday
"Merriment and Mayhem (Under the Mistletoe Collection, #4)",Alexandria Bellefleur,3.28,"63,086",2024,holiday
"Only Santas in the Building (Under the Mistletoe Collection, #5)",Alexis Daria,3.36,"57,810",2024,holiday
,,,,,holiday
,,,,,holiday
The 5 Love Languages: The Secret to Love that Lasts (Kindle Edition),Gary Chapman,4.27,"474,165",1990,relationships
Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love (Hardcover),Amir Levine,4.13,"117,902",2010,relationships
The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert (Paperback),John M. Gottman,4.25,"34,750",1999,relationships
Mating in Captivity: Reconciling the Erotic and the Domestic (Hardcover),Esther Perel,4.17,"48,520",2006,relationships
Hold Me Tight: Seven Conversations for a Lifetime of Love (Hardcover),Sue Johnson,4.12,"21,931",2008,relationships
"Men Are from Mars, Women Are from Venus (Paperback)",John  Gray,3.58,"198,578",,relationships
How to Win Friends & Influence People (Paperback),Dale Carnegie,4.22,"1,130,222",1936,relationships
Getting the Love You Want: A Guide for Couples (Paperback),Harville Hendrix,4.05,"14,372",2005,relationships
Nonviolent Communication: A Language of Life (Paperback),Marshall B. Rosenberg,4.33,"48,146",1999,relationships
"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life (Hardcover)",Henry Cloud,4.21,"86,328",1992,relationships
Eight Dates: Essential Conversations for a Lifetime of Love (Hardcover),John M. Gottman,4.23,"10,307",2019,relationships
Come as You Are: The Surprising New Science that Will Transform Your Sex Life (Paperback),Emily Nagoski,4.28,"83,827",2015,relationships
How to Be an Adult in Relationships: The Five Keys to Mindful Loving (Paperback),David Richo,4.12,"7,589",2002,relationships
The State of Affairs: Rethinking Infidelity (ebook),Esther Perel,4.36,"22,997",2017,relationships
The Ethical Slut: A Guide to Infinite Sexual Possibilities (Paperback),Dossie Easton,3.94,"26,774",1997,relationships
How to Not Die Alone: The Surprising Science That Will Help You Find Love (Hardcover),Logan Ury,3.97,"18,791",,relationships
"Polysecure: Attachment, Trauma and Consensual Nonmonogamy (Paperback)",Jessica Fern,4.36,"15,557",2020,relationships
Love and Respect: The Love She Most Desires; The Respect He Desperately Needs (Hardcover),Emerson Eggerichs,4.16,"60,410",2004,relationships
All About Love: New Visions (Hardcover),bell hooks,4.02,"130,066",1999,relationships
Modern Romance (Hardcover),Aziz Ansari,3.80,"189,665",2015,relationships
Models: Attract Women Through Honesty (Paperback),Mark Manson,4.30,"20,130",2011,relationships
Wired for Love: How Understanding Your Partner's Brain and Attachment Style Can Help You Defuse Conflict and Build a Secure Relationship (Paperback),Stan Tatkin,4.09,"6,395",2012,relationships
The Art of Loving (Paperback),Erich Fromm,4.00,"93,590",1956,relationships
The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God (Hardcover),Timothy J. Keller,4.49,"49,985",2011,relationships
The Mastery of Love: A Practical Guide to the Art of Relationship: A Toltec Wisdom Book (Hardcover),Miguel Ruiz,4.27,"59,340",1999,relationships
"The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire (Paperback)",David Deida,4.06,"34,268",1997,relationships
Why Men Love Bitches (Kindle Edition),Sherry Argov,3.82,"66,849",2009,relationships
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead (Hardcover)",Brené Brown,4.29,"239,539",2012,relationships
Codependent No More: How to Stop Controlling Others and Start Caring for Yourself (Paperback),Melody Beattie,4.12,"48,875",1986,relationships
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment (Hardcover)",Steve Harvey,3.77,"51,868",2009,relationships
Sex at Dawn: The Prehistoric Origins of Modern Sexuality (Hardcover),Christopher  Ryan,3.97,"31,516",2010,relationships
"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents (Paperback)",Lindsay C. Gibson,4.36,"85,912",2015,relationships
Crucial Conversations: Tools for Talking When Stakes are High (Paperback),Kerry Patterson,4.07,"80,953",2002,relationships
He's Just Not That Into You: The No-Excuses Truth to Understanding Guys (Hardcover),Greg Behrendt,3.66,"66,934",2004,relationships
"The Relationship Cure: A 5 Step Guide to Strengthening Your Marriage, Family, and Friendships (Paperback)",John M. Gottman,4.05,"3,629",2001,relationships
The Art of Seduction (Paperback),Robert Greene,3.92,"41,132",,relationships
Normal People (Hardcover),Sally Rooney,3.81,"1,816,185",2018,relationships
How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen (Kindle Edition),David  Brooks,4.05,"36,037",2023,relationships
The Course of Love (Hardcover),Alain de Botton,4.01,"48,752",2016,relationships
For Women Only: What You Need to Know About the Inner Lives of Men (Hardcover),Shaunti Feldhahn,4.04,"29,460",2004,relationships
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience (Hardcover),Brené Brown,4.32,"94,622",2021,relationships
What Makes Love Last?: How to Build Trust and Avoid Betrayal (ebook),John M. Gottman,4.23,"3,228",2012,relationships
Opening Up: A Guide to Creating and Sustaining Open Relationships (Paperback),Tristan Taormino,4.08,"4,101",2007,relationships
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships (ebook),Leil Lowndes,3.67,"44,146",1998,relationships
"His Needs, Her Needs: Building an Affair-Proof Marriage (Paperback)",Willard F. Harley Jr.,4.11,"23,066",1986,relationships
The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships (Paperback),Harriet Lerner,4.11,"28,882",1985,relationships
More Than Two: Cultivating Nonmonogamous Relationships with Kindness and Integrity (Hardcover),Eve Rickert,4.23,"4,618",2014,relationships
The Fault in Our Stars (Hardcover),John Green,4.12,"5,647,695",2012,relationships
Why Marriages Succeed or Fail: And How You Can Make Yours Last (Paperback),John M. Gottman,4.14,"3,245",1994,relationships
No More Mr. Nice Guy (Hardcover),Robert A. Glover,4.04,"23,769",2000,relationships
,,,,,relationships
,,,,,relationships
Between the World and Me (Hardcover),Ta-Nehisi Coates,4.40,"361,698",2015,race
The New Jim Crow: Mass Incarceration in the Age of Colorblindness (Hardcover),Michelle Alexander,4.52,"116,204",2010,race
White Fragility: Why It's So Hard for White People to Talk About Racism (Audiobook),Robin DiAngelo,4.16,"171,252",2018,race
So You Want to Talk About Race (Hardcover),Ijeoma Oluo,4.48,"107,642",2018,race
How to Be an Antiracist (Hardcover),Ibram X. Kendi,4.36,"118,880",2019,race
The Hate U Give (Hardcover),Angie Thomas,4.45,"998,926",2017,race
The Fire Next Time (Paperback),James Baldwin,4.55,"118,114",1963,race
Caste: The Origins of Our Discontents (Hardcover),Isabel Wilkerson,4.53,"158,877",2020,race
Why I'm No Longer Talking to White People About Race (Hardcover),Reni Eddo-Lodge,4.37,"100,468",2017,race
Stamped from the Beginning: The Definitive History of Racist Ideas in America (Hardcover),Ibram X. Kendi,4.53,"38,175",2016,race
The Vanishing Half (Hardcover),Brit Bennett,4.12,"844,556",2020,race
The Color of Law: A Forgotten History of How Our Government Segregated America (Hardcover),Richard Rothstein,4.44,"45,146",2017,race
The Warmth of Other Suns: The Epic Story of America's Great Migration (Hardcover),Isabel Wilkerson,4.48,"115,206",2010,race
Just Mercy (Paperback),Bryan Stevenson,4.62,"258,245",2014,race
The Autobiography of Malcolm X (Mass Market Paperback),Malcolm X,4.37,"288,406",1965,race
Born a Crime: Stories From a South African Childhood (Hardcover),Trevor Noah,4.49,"791,324",2016,race
Americanah (Hardcover),Chimamanda Ngozi Adichie,4.31,"407,733",2013,race
Why Are All The Black Kids Sitting Together in the Cafeteria? (Paperback),Beverly Daniel Tatum,4.34,"26,996",1997,race
"Women, Race & Class (Paperback)",Angela Y. Davis,4.59,"33,858",1981,race
To Kill a Mockingbird (Paperback),Harper Lee,4.26,"6,781,510",1960,race
I'm Still Here: Black Dignity in a World Made for Whiteness (Hardcover),Austin Channing Brown,4.38,"72,842",2018,race
The Bluest Eye (Paperback),Toni Morrison,4.13,"294,870",1970,race
The Underground Railroad (Hardcover),Colson Whitehead,4.06,"439,858",2016,race
Hood Feminism: Notes from the Women That a Movement Forgot (Hardcover),Mikki Kendall,4.36,"62,252",2020,race
Such a Fun Age (Hardcover),Kiley Reid,3.77,"571,623",2019,race
Sister Outsider: Essays and Speeches (Paperback),Audre Lorde,4.53,"40,422",1984,race
"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor (Hardcover)",Layla F. Saad,4.33,"30,288",2020,race
White Rage: The Unspoken Truth of Our Racial Divide (Hardcover),Carol  Anderson,4.47,"14,711",2016,race
Homegoing (Hardcover),Yaa Gyasi,4.47,"395,349",2016,race
The Color Purple (Paperback),Alice Walker,4.28,"745,350",1982,race
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.30,"575,431",1969,race
The Souls of Black Folk (Paperback),W.E.B. Du Bois,4.31,"44,606",1903,race
Kindred (Paperback),Octavia E. Butler,4.31,"265,490",1979,race
Invisible Man (Paperback),Ralph Ellison,3.92,"200,562",1952,race
Citizen: An American Lyric (Paperback),Claudia Rankine,4.25,"51,384",2014,race
The Nickel Boys (ebook),Colson Whitehead,4.25,"301,309",2019,race
"Freedom is a Constant Struggle: Ferguson, Palestine and the Foundations of a Movement (Paperback)",Angela Y. Davis,4.44,"34,899",2015,race
"Beloved (Beloved Trilogy, #1)",Toni Morrison,3.98,"483,882",1987,race
When They Call You a Terrorist: A Black Lives Matter Memoir (Hardcover),Patrisse Khan-Cullors,4.49,"25,485",2018,race
The Immortal Life of Henrietta Lacks (Hardcover),Rebecca Skloot,4.13,"796,081",2010,race
Ain't I a Woman: Black Women and Feminism (Paperback),bell hooks,4.51,"18,903",1981,race
James (Hardcover),Percival Everett,4.45,"446,157",2024,race
How the Word Is Passed: A Reckoning with the History of Slavery Across America (Hardcover),Clint   Smith,4.70,"38,853",2021,race
Minor Feelings: An Asian American Reckoning (Hardcover),Cathy Park Hong,4.19,"43,541",2020,race
"Stamped: Racism, Antiracism, and You (Hardcover)",Jason Reynolds,4.47,"53,871",2020,race
Passing (Mass Market Paperback),Nella Larsen,3.92,"78,708",1929,race
We Were Eight Years in Power: An American Tragedy (Hardcover),Ta-Nehisi Coates,4.38,"30,775",2017,race
"Girl, Woman, Other (Kindle Edition)",Bernardine Evaristo,4.26,"261,181",2019,race
Their Eyes Were Watching God (Paperback),Zora Neale Hurston,3.99,"382,238",1937,race
The Help (Hardcover),Kathryn Stockett,4.47,"2,989,785",2009,race
,,,,,race
,,,,,race
The Wall of Winnipeg and Me (Kindle Edition),Mariana Zapata,4.16,"301,516",2016,slow-burn
Kulti (Nook),Mariana Zapata,4.23,"154,894",2015,slow-burn
From Lukov with Love (Paperback),Mariana Zapata,4.19,"281,644",2018,slow-burn
Wait for It (Kindle Edition),Mariana Zapata,4.28,"112,719",2016,slow-burn
All Rhodes Lead Here (Kindle Edition),Mariana Zapata,4.22,"162,287",2021,slow-burn
Luna and the Lie (ebook),Mariana Zapata,4.06,"68,942",2018,slow-burn
Under Locke (ebook),Mariana Zapata,3.89,"101,701",2014,slow-burn
The Love Hypothesis (Paperback),Ali Hazelwood,4.11,"1,810,638",2021,slow-burn
"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,3.80,"796,186",2021,slow-burn
Dear Aaron (Kindle Edition),Mariana Zapata,3.90,"56,204",2017,slow-burn
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,"3,337,139",2023,slow-burn
Marriage for One (ebook),Ella Maise,3.84,"103,736",2022,slow-burn
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,"3,079,815",2016,slow-burn
Hands Down (Kindle Edition),Mariana Zapata,3.89,"50,556",2020,slow-burn
The Hating Game (Paperback),Sally  Thorne,3.86,"818,395",2016,slow-burn
"Binding 13 (Boys of Tommen, #1)",Chloe Walsh,4.45,"509,465",2018,slow-burn
Birthday Girl (ebook),Penelope Douglas,3.92,"471,230",2018,slow-burn
The Best Thing (Kindle Edition),Mariana Zapata,3.95,"39,722",2019,slow-burn
When Gracie Met the Grump (Paperback),Mariana Zapata,4.05,"38,716",2022,slow-burn
People We Meet on Vacation (Paperback),Emily Henry,3.84,"1,567,690",2021,slow-burn
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.16,"4,042,713",2015,slow-burn
"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.01,"1,679,185",2018,slow-burn
"Rhythm, Chord & Malykhin (Kindle Edition)",Mariana Zapata,3.86,"36,500",2015,slow-burn
"Bride (Bride, #1)",Ali Hazelwood,4.00,"639,989",2024,slow-burn
"Twisted Lies (Twisted, #4)",Ana Huang,4.17,"662,320",2022,slow-burn
"The Serpent and the Wings of Night (Crowns of Nyaxia, #1)",Carissa Broadbent,4.27,"711,955",2022,slow-burn
Lingus (Kindle Edition),Mariana Zapata,3.77,"30,932",2012,slow-burn
"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,4.16,"856,569",2023,slow-burn
"Twisted Games (Twisted, #2)",Ana Huang,4.08,"1,027,079",2021,slow-burn
Beach Read (Paperback),Emily Henry,3.97,"1,588,138",2020,slow-burn
Archer's Voice (ebook),Mia Sheridan,4.17,"657,023",2014,slow-burn
"Butcher & Blackbird (The Ruinous Love Trilogy, #1)",Brynne Weaver,4.01,"580,407",2023,slow-burn
"The Simple Wild (Wild, #1)",K.A. Tucker,4.29,"145,646",2018,slow-burn
"Wrecking Ball (Hard to Love, #1)",P. Dangelico,4.04,"17,935",2017,slow-burn
"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,4.45,"1,080,280",2020,slow-burn
"Love, Theoretically (Paperback)",Ali Hazelwood,4.08,"634,771",2023,slow-burn
"The Deal (Off-Campus, #1)",Elle Kennedy,4.21,"1,001,629",2015,slow-burn
"A Deal with the Devil (The Grumpy Devils, #1)",Elizabeth O'Roark,4.13,"60,554",2021,slow-burn
"Melt for You (Slow Burn, #2)",J.T. Geissinger,4.26,"30,285",2018,slow-burn
"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,3.88,"438,843",2022,slow-burn
Book Lovers (Paperback),Emily Henry,4.10,"1,507,509",2022,slow-burn
"The Sweetest Oblivion (Made, #1)",Danielle Lori,4.01,"359,883",2018,slow-burn
"Only When It's Us (Bergman Brothers, #1)",Chloe Liese,3.91,"56,770",2020,slow-burn
"Radiance (Wraith Kings, #1)",Grace Draven,3.98,"67,701",2015,slow-burn
"Assistant to the Villain (Assistant to the Villain, #1)",Hannah Nicole Maehrer,3.93,"312,026",2023,slow-burn
Love on the Brain (Kindle Edition),Ali Hazelwood,3.90,"613,411",2022,slow-burn
"The Right Move (Windy City, #2)",Liz Tomforde,4.39,"423,780",2023,slow-burn
"Spark of the Everflame (Kindred's Curse, #1)",Penn Cole,4.18,"244,952",2023,slow-burn
"Yours Truly (Part of Your World, #2)",Abby Jimenez,4.30,"786,515",2023,slow-burn
"The Wicked King (The Folk of the Air, #2)",Holly Black,4.27,"1,041,585",2019,slow-burn
,,,,,slow-burn
,,,,,slow-burn
"Legends & Lattes (Legends & Lattes, #1)",Travis Baldree,4.05,"314,270",2022,cozy
The Very Secret Society of Irregular Witches (Paperback),Sangu Mandanna,4.04,"352,872",2022,cozy
"The Spellshop (Spellshop, #1)",Sarah Beth Durst,4.02,"128,260",2024,cozy
"Bookshops & Bonedust (Legends & Lattes, #0)",Travis Baldree,4.13,"104,875",2023,cozy
"Emily Wilde's Encyclopaedia of Faeries (Emily Wilde, #1)",Heather Fawcett,3.97,"198,540",2023,cozy
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,4.37,"919,603",2020,cozy
"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky Chambers,4.22,"176,522",2021,cozy
"Can't Spell Treason Without Tea (Tomes & Tea, #1)",Rebecca Thorne,3.72,"28,999",2022,cozy
The Teller of Small Fortunes (Paperback),Julie Leong,3.80,"30,507",2024,cozy
A Witch's Guide to Magical Innkeeping (ebook),Sangu Mandanna,3.99,"55,186",2025,cozy
"The Pumpkin Spice Café (Dream Harbor, #1)",Laurie Gilmore,3.37,"474,236",2023,cozy
"The House Witch (The House Witch, #1)",Delemhach,4.12,"31,547",2022,cozy
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,4.29,"437,780",1986,cozy
"Vera Wong's Unsolicited Advice for Murderers (Vera Wong, #1)",Jesse Q. Sutanto,4.03,"180,445",2023,cozy
"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,3.66,"659,348",2015,cozy
"A Prayer for the Crown-Shy (Monk & Robot, #2)",Becky Chambers,4.38,"82,082",2022,cozy
Welcome to the Hyunam-Dong Bookshop (Hardcover),Hwang Bo-Reum,3.90,"77,809",2022,cozy
A Wizard’s Guide to Defensive Baking (Paperback),T. Kingfisher,4.06,"64,192",2020,cozy
"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,3.86,"733,260",2020,cozy
"Half a Soul (Regency Faerie Tales, #1)",Olivia Atwater,4.05,"74,891",2020,cozy
"Emily Wilde’s Map of the Otherlands (Emily Wilde, #2)",Heather Fawcett,4.26,"94,449",2024,cozy
"Days at the Morisaki Bookshop (Days at the Morisaki Bookshop, #1)",Satoshi Yagisawa,3.64,"174,318",2010,cozy
"The Enchanted Greenhouse (Spellshop, #2)",Sarah Beth Durst,4.18,"22,926",2025,cozy
"The Tea Dragon Society (Tea Dragon, #1)",Kay O'Neill,4.34,"68,801",2017,cozy
"Shady Hollow (Shady Hollow, #1)",Juneau Black,3.76,"27,960",2015,cozy
Under the Whispering Door (Hardcover),T.J. Klune,4.11,"312,682",2021,cozy
"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,4.17,"180,706",2014,cozy
"In the Company of Witches (Evenfall Witches B&B, #1)",Auralee Wallace,3.87,"18,994",2021,cozy
What You Are Looking For Is in the Library (Hardcover),Michiko Aoyama,4.04,"109,193",2020,cozy
Tress of the Emerald Sea (Kindle Edition),Brandon Sanderson,4.33,"267,521",2023,cozy
"The Kamogawa Food Detectives (Kamogawa Food Detectives, #1)",Hisashi Kashiwai,3.67,"42,250",2013,cozy
"Arsenic and Adobo (Tita Rosie's Kitchen Mystery, #1)",Mia P. Manansala,3.54,"76,686",2021,cozy
"Chocolate Chip Cookie Murder (Hannah Swensen, #1)",Joanne Fluke,3.68,"70,872",2000,cozy
"The Secret, Book & Scone Society (Secret, Book, & Scone Society, #1)",Ellery Adams,3.77,"35,140",2017,cozy
"Somewhere Beyond the Sea (Cerulean Chronicles, #2)",T.J. Klune,4.13,"171,571",2024,cozy
"A Fellowship of Bakers & Magic (Adenashire, #1)",J. Penner,3.89,"11,233",2023,cozy
The Honey Witch (Paperback),Sydney J. Shields,3.55,"24,496",2024,cozy
"The Cinnamon Bun Book Store (Dream Harbor, #2)",Laurie Gilmore,3.70,"201,428",2024,cozy
"Keeper of Enchanted Rooms (Whimbrel House, #1)",Charlie N. Holmberg,4.12,"56,585",2022,cozy
Rewitched (Rewitched #1),Lucy Jane Wood,3.77,"23,218",2024,cozy
"Emily Wilde's Compendium of Lost Tales (Emily Wilde, #3)",Heather Fawcett,4.10,"45,732",2025,cozy
"That Time I Got Drunk and Saved a Demon (Mead Mishaps, #1)",Kimberly Lemming,3.86,"59,681",2021,cozy
"The Quiche of Death (Agatha Raisin, #1)",M.C. Beaton,3.72,"44,348",1992,cozy
"How to Solve Your Own Murder (Castle Knoll Files, #1)",Kristen Perrin,3.79,"109,478",2024,cozy
Water Moon (Hardcover),Samantha Sotto Yambao,3.78,"37,225",2025,cozy
"The Full Moon Coffee Shop (The Full Moon Coffee Shop, #1)",Mai Mochizuki,3.60,"25,438",2020,cozy
"On What Grounds (Coffeehouse Mystery, #1)",Cleo Coyle,3.66,"19,923",2003,cozy
"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,4.32,"1,096,998",1908,cozy
"The Man Who Died Twice (Thursday Murder Club, #2)",Richard Osman,4.36,"332,303",2021,cozy
"The Ex Hex (The Ex Hex, #1)",Erin Sterling,3.47,"279,351",2021,cozy
,,,,,cozy
,,,,,cozy
"Saga, Volume 1 (Paperback)",Brian K. Vaughan,,,,graphic-novels-comics
Watchmen (Paperback),Alan             Moore,4.39,"591,256",1987,graphic-novels-comics
"Saga, Volume 2 (Paperback)",Brian K. Vaughan,,,,graphic-novels-comics
Nimona (ebook),N.D. Stevenson,4.18,"184,619",2015,graphic-novels-comics
"The Sandman, Vol. 1: Preludes & Nocturnes (Hardcover)",Neil Gaiman,4.25,"272,828",1988,graphic-novels-comics
"Saga, Volume 3 (Paperback)",Brian K. Vaughan,,,,graphic-novels-comics
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.42,"869,127",2018,graphic-novels-comics
V for Vendetta (Hardcover),Alan             Moore,4.26,"322,975",1990,graphic-novels-comics
Fun Home: A Family Tragicomic (Paperback),Alison Bechdel,4.07,"199,856",2006,graphic-novels-comics
"Saga, Volume 4 (Paperback)",Brian K. Vaughan,,,,graphic-novels-comics
"Paper Girls, Volume 1 (Paperback)",Brian K. Vaughan,,,,graphic-novels-comics
Blankets (Paperback),Craig Thompson,4.06,"124,544",2003,graphic-novels-comics
The Complete Maus (Paperback),Art Spiegelman,4.58,"250,023",1980,graphic-novels-comics
Batman: The Killing Joke (Paperback),Alan             Moore,4.36,"239,178",1988,graphic-novels-comics
Through the Woods (Hardcover),E.M. Carroll,3.94,"87,266",2014,graphic-novels-comics
"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,4.51,"562,718",2019,graphic-novels-comics
The Complete Persepolis (Paperback),Marjane Satrapi,4.40,"202,721",2007,graphic-novels-comics
"Saga, Volume 5 (Paperback)",Brian K. Vaughan,,,,graphic-novels-comics
"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,4.39,"370,498",1986,graphic-novels-comics
"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,4.27,"227,794",2003,graphic-novels-comics
"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,4.54,"493,115",2020,graphic-novels-comics
"Ms. Marvel, Vol. 1: No Normal (Paperback)",G. Willow Wilson,4.10,"92,315",2014,graphic-novels-comics
"Saga, Volume 6 (Paperback)",Brian K. Vaughan,,,,graphic-novels-comics
"Fables, Vol. 1: Legends in Exile (Paperback)",Bill Willingham,,,,graphic-novels-comics
The Prince and the Dressmaker (Paperback),Jen Wang,4.33,"121,041",2018,graphic-novels-comics
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Paperback)",N.D. Stevenson,,,,graphic-novels-comics
"Scott Pilgrim's Precious Little Life (Scott Pilgrim, #1)",Bryan Lee O'Malley,,,,graphic-novels-comics
Batman: Year One (Paperback),Frank Miller,,,,graphic-novels-comics
Anya's Ghost (Hardcover),Vera Brosgol,3.90,"93,220",2011,graphic-novels-comics
"The Wicked + The Divine, Vol. 1: The Faust Act (Paperback)",Kieron Gillen,,,,graphic-novels-comics
"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,4.12,"129,802",2016,graphic-novels-comics
"The Sandman, Vol. 2: The Doll's House (Hardcover)",Neil Gaiman,4.43,"110,091",1990,graphic-novels-comics
"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,4.58,"436,664",2021,graphic-novels-comics
Welcome to Lovecraft (Locke & Key #1),Joe Hill,4.15,"99,472",2008,graphic-novels-comics
